TXNAME	TXSYMBOL
FBtr0345347	CG13026-RC
FBtr0100145	Lasp-RB
FBtr0075350	Lasp-RA
FBtr0306151	Lasp-RC
FBtr0306152	Lasp-RD
FBtr0075352	zetaCOP-RA
FBtr0075351	zetaCOP-RC
FBtr0075353	zetaCOP-RB
FBtr0075354	Galphaf-RA
FBtr0075357	Abl-RA
FBtr0112790	Abl-RB
FBtr0330130	Abl-RC
FBtr0330131	Abl-RD
FBtr0330132	Abl-RE
FBtr0330133	Abl-RF
FBtr0330134	Abl-RG
FBtr0330135	Abl-RH
FBtr0330136	Abl-RI
FBtr0345369	Abl-RJ
FBtr0075358	Mo25-RA
FBtr0331560	Mo25-RB
FBtr0075359	Su(P)-RA
FBtr0075360	Prosbeta6-RA
FBtr0075361	CG4098-RA
FBtr0075363	spd-2-RA
FBtr0075365	Syx8-RA
FBtr0075366	CG13063-RA
FBtr0308930	lncRNA:CR32160-RB
FBtr0075369	Nplp3-RA
FBtr0075370	CG13060-RA
FBtr0075372	CG13058-RA
FBtr0113448	CG33061-RB
FBtr0310460	CG33061-RC
FBtr0305307	CG33060-RB
FBtr0075375	retinin-RA
FBtr0075376	CG13056-RA
FBtr0075377	CG4998-RA
FBtr0110866	CG4998-RB
FBtr0075378	CG33257-RA
FBtr0075380	tRNA:Met-CAT-1-4-RA
FBtr0075382	Cpr72Ea-RA
FBtr0075383	Cpr72Eb-RA
FBtr0075384	CG4842-RA
FBtr0307504	CG18814-RB
FBtr0075386	RAF2-RB
FBtr0075387	RAF2-RA
FBtr0333596	RAF2-RC
FBtr0075388	Gagr-RA
FBtr0343534	Gagr-RB
FBtr0075389	Serinc-RA
FBtr0331174	Serinc-RF
FBtr0310550	Serinc-RB
FBtr0310551	Serinc-RC
FBtr0310552	Serinc-RD
FBtr0310553	Serinc-RE
FBtr0075390	CG33158-RB
FBtr0075391	st-RA
FBtr0075392	CG4229-RA
FBtr0075395	Smn-RA
FBtr0329921	Smn-RB
FBtr0075398	Mipp1-RB
FBtr0075399	Mipp1-RA
FBtr0345813	Mipp1-RC
FBtr0075400	CG13033-RA
FBtr0075408	aos-RA
FBtr0075410	TyrRS-RA
FBtr0075411	GluRS-m-RA
FBtr0075417	Agpat3-RA
FBtr0075418	Agpat3-RC
FBtr0075419	Agpat3-RB
FBtr0075420	Agpat3-RD
FBtr0308819	Agpat3-RE
FBtr0075421	Agpat4-RB
FBtr0075422	Agpat4-RA
FBtr0331172	Agpat4-RC
FBtr0075423	roq-RA
FBtr0333265	roq-RC
FBtr0331173	roq-RB
FBtr0075424	Cpr72Ec-RA
FBtr0075426	Pdh-RA
FBtr0075427	Pdh-RB
FBtr0114536	Pdh-RC
FBtr0114537	Pdh-RD
FBtr0075428	Golgin104-RA
FBtr0075431	CG13040-RA
FBtr0310461	CG13040-RB
FBtr0075432	CG13041-RA
FBtr0075433	CG13042-RA
FBtr0075434	CG13043-RA
FBtr0075435	Notum-RA
FBtr0075437	CG5895-RA
FBtr0333614	CG5895-RC
FBtr0075441	Mbs-RE
FBtr0112850	Mbs-RF
FBtr0112851	Mbs-RG
FBtr0112852	Mbs-RH
FBtr0301472	Mbs-RI
FBtr0301473	Mbs-RJ
FBtr0301575	Mbs-RK
FBtr0308212	Mbs-RL
FBtr0308213	Mbs-RM
FBtr0308214	Mbs-RN
FBtr0308215	Mbs-RO
FBtr0308216	Mbs-RP
FBtr0333616	Mbs-RQ
FBtr0475266	Mbs-RR
FBtr0475267	Mbs-RS
FBtr0475268	Mbs-RT
FBtr0475269	Mbs-RU
FBtr0475270	Mbs-RV
FBtr0301031	CG13075-RB
FBtr0075444	ClC-c-RB
FBtr0302503	ClC-c-RC
FBtr0333598	ClC-c-RD
FBtr0075446	ATPsynbetaL-RA
FBtr0302328	IleRS-m-RB
FBtr0075448	Taf4-RA
FBtr0075449	Taf4-RB
FBtr0075450	Taf4-RC
FBtr0075451	Taf4-RD
FBtr0114589	Taf4-RE
FBtr0301911	Taf4-RF
FBtr0333290	Taf4-RG
FBtr0333291	Taf4-RH
FBtr0345951	Taf4-RI
FBtr0075452	Strump-RA
FBtr0301912	Strump-RB
FBtr0333292	Strump-RC
FBtr0075453	SsRbeta-RA
FBtr0075456	tRNA:Met-CAT-1-3-RA
FBtr0075457	CG5027-RA
FBtr0333560	MED10-RC
FBtr0301481	MED10-RB
FBtr0303379	CG13071-RB
FBtr0303380	CG13070-RB
FBtr0075463	CG13069-RA
FBtr0075464	CG13068-RA
FBtr0075465	CG13067-RA
FBtr0302928	CG13066-RB
FBtr0075468	CG13065-RA
FBtr0075469	CG4982-RA
FBtr0075471	CG4962-RA
FBtr0306796	CG13045-RB
FBtr0289963	CG13046-RB
FBtr0289964	CG13047-RB
FBtr0075475	CG13048-RA
FBtr0333561	CG13048-RB
FBtr0075477	CG13049-RA
FBtr0075478	CG13050-RA
FBtr0333562	CG4950-RC
FBtr0290260	CG4950-RB
FBtr0075480	CG13053-RA
FBtr0333563	CG13053-RB
FBtr0075481	CG13054-RA
FBtr0075482	CG13055-RA
FBtr0333564	CG13055-RB
FBtr0075483	PDCD-5-RA
FBtr0075485	CG13073-RB
FBtr0346525	CG5151-RF
FBtr0307519	CG5151-RC
FBtr0307520	CG5151-RD
FBtr0307521	CG5151-RE
FBtr0346507	CG32152-RB
FBtr0479927	CG32152-RD
FBtr0075490	CG5157-RA
FBtr0075492	Pgm1-RA
FBtr0075495	IntS9-RA
FBtr0075496	CG13074-RA
FBtr0075497	CG5235-RA
FBtr0333599	CG5235-RB
FBtr0075502	CG6244-RA
FBtr0075503	CG13445-RA
FBtr0075504	CkIIalpha-i1-RA
FBtr0075505	dbo-RA
FBtr0332133	dbo-RB
FBtr0075506	CG12713-RA
FBtr0075509	GXIVsPLA2-RA
FBtr0273189	GXIVsPLA2-RC
FBtr0333572	GXIVsPLA2-RD
FBtr0075511	CG17032-RA
FBtr0333574	CG17032-RB
FBtr0075512	CG10516-RA
FBtr0075513	CG17026-RA
FBtr0075514	CG17029-RA
FBtr0333575	CG17029-RB
FBtr0075515	CG17028-RA
FBtr0302493	CG17028-RB
FBtr0075516	CG17027-RA
FBtr0333576	CG17027-RB
FBtr0075517	Arl1-RA
FBtr0075519	mRpS31-RA
FBtr0075521	hzg-RA
FBtr0333579	hzg-RB
FBtr0075523	brm-RC
FBtr0075524	brm-RD
FBtr0075525	brm-RA
FBtr0075526	brm-RB
FBtr0330160	brm-RE
FBtr0333580	brm-RF
FBtr0075528	Pka-C3-RB
FBtr0075529	Pka-C3-RA
FBtr0075535	meru-RA
FBtr0306852	meru-RC
FBtr0306853	meru-RD
FBtr0075536	CG15715-RA
FBtr0306854	CG15715-RB
FBtr0075537	CG18081-RA
FBtr0306855	CG18081-RB
FBtr0332134	CG18081-RC
FBtr0075544	CG13455-RA
FBtr0075546	CG7276-RB
FBtr0075547	CG7275-RA
FBtr0075548	CG7272-RA
FBtr0075552	MsrA-RC
FBtr0075553	MsrA-RA
FBtr0075554	MsrA-RB
FBtr0330176	MsrA-RF
FBtr0330177	MsrA-RG
FBtr0303531	MsrA-RE
FBtr0075556	yellow-k-RA
FBtr0075557	CrebA-RA
FBtr0075558	CrebA-RB
FBtr0075561	SCCRO-RA
FBtr0331934	SCCRO-RE
FBtr0306154	SCCRO-RB
FBtr0306155	SCCRO-RC
FBtr0306156	SCCRO-RD
FBtr0075563	CG16979-RA
FBtr0075564	CG12301-RA
FBtr0075565	AIMP2-RA
FBtr0075566	AIMP2-RB
FBtr0075567	RhoGAP71E-RB
FBtr0075568	RhoGAP71E-RA
FBtr0075569	RhoGAP71E-RC
FBtr0290065	RhoGAP71E-RD
FBtr0303510	RhoGAP71E-RE
FBtr0332092	RhoGAP71E-RF
FBtr0332093	RhoGAP71E-RG
FBtr0075570	Phs-RA
FBtr0075571	Eig71Eb-RA
FBtr0303460	Eig71Eb-RB
FBtr0075572	Eig71Ed-RA
FBtr0075573	Eig71Eg-RA
FBtr0075574	Eig71Ei-RA
FBtr0332123	Eig71Ei-RB
FBtr0075575	Eig71Ek-RA
FBtr0075577	CG7304-RB
FBtr0075578	Pgant8-RA
FBtr0075579	comm-RA
FBtr0333023	comm-RB
FBtr0075580	comm2-RA
FBtr0075581	CG7579-RA
FBtr0075582	Eig71Ej-RA
FBtr0305334	Eig71Eh-RB
FBtr0075584	Eig71Ef-RA
FBtr0075585	Eig71Ee-RA
FBtr0075586	Eig71Ec-RA
FBtr0075587	Eig71Ea-RA
FBtr0075590	CG13449-RA
FBtr0332094	CG13449-RB
FBtr0075591	CG7650-RA
FBtr0075592	CG7656-RA
FBtr0300329	CG7656-RD
FBtr0301186	CG7656-RE
FBtr0332095	CG7656-RF
FBtr0075596	CG7739-RA
FBtr0075599	CG7945-RB
FBtr0075600	CG7945-RA
FBtr0075602	mex1-RA
FBtr0303786	mex1-RB
FBtr0334084	mex1-RC
FBtr0075603	CG13454-RA
FBtr0075604	CG7841-RA
FBtr0334085	CG7841-RB
FBtr0075605	CG7857-RA
FBtr0075606	CG12355-RA
FBtr0113333	CG12355-RB
FBtr0300758	CG12355-RD
FBtr0334086	CG12355-RE
FBtr0075607	Tollo-RA
FBtr0113172	Best4-RB
FBtr0075614	Toll-6-RA
FBtr0306307	Toll-6-RB
FBtr0306308	Toll-6-RC
FBtr0075615	CG33259-RA
FBtr0075616	Ran-like-RA
FBtr0075617	cocoon-RA
FBtr0332815	cocoon-RB
FBtr0075618	Best3-RA
FBtr0075620	Tom-RA
FBtr0075621	Brd-RA
FBtr0309062	Ocho-RC
FBtr0299779	Ocho-RB
FBtr0309063	CG3349-RB
FBtr0075624	CG5114-RA
FBtr0309064	CG5114-RB
FBtr0075626	mnd-RC
FBtr0075627	mnd-RA
FBtr0114529	mnd-RD
FBtr0113171	Zip71B-RB
FBtr0347146	Zip71B-RC
FBtr0075629	Prosbeta2-RA
FBtr0075630	CG32148-RA
FBtr0075631	EAChm-RA
FBtr0075632	GlyRS-RA
FBtr0075633	GlyRS-RB
FBtr0333934	GlyRS-RC
FBtr0075637	CG13458-RA
FBtr0075638	Cep135-RA
FBtr0303375	Cep135-RB
FBtr0333853	Cep135-RC
FBtr0075639	CG32847-RB
FBtr0075640	Pex3-RA
FBtr0331830	Pex3-RB
FBtr0075641	FucTA-RA
FBtr0331831	FucTA-RB
FBtr0075642	Prp31-RA
FBtr0075643	CG6878-RA
FBtr0075644	CG6888-RA
FBtr0075645	CG7011-RA
FBtr0075646	Msh6-RA
FBtr0075647	CG32147-RA
FBtr0075652	CG12316-RB
FBtr0075651	CG12316-RA
FBtr0075653	CG13457-RA
FBtr0075654	CG13457-RB
FBtr0075655	CG16959-RA
FBtr0075656	CG16959-RB
FBtr0303378	CG16959-RC
FBtr0333935	CG16959-RD
FBtr0344235	CG16959-RE
FBtr0075657	sstn-RA
FBtr0075659	Or71a-RB
FBtr0310278	Or71a-RD
FBtr0114510	CG13460-RB
FBtr0075663	CG18649-RA
FBtr0333874	CG18649-RB
FBtr0075664	CG13461-RA
FBtr0075665	CG12310-RA
FBtr0075666	CG18581-RA
FBtr0333875	ind-RB
FBtr0075669	Rpn12R-RA
FBtr0075671	Reck-RA
FBtr0333876	Reck-RB
FBtr0075672	mRpL39-RA
FBtr0075673	BobA-RA
FBtr0075674	CG13465-RA
FBtr0075676	shd-RB
FBtr0304700	shd-RC
FBtr0333031	shd-RD
FBtr0075677	CG9628-RA
FBtr0075678	CG9628-RB
FBtr0301239	CG9628-RC
FBtr0075679	dlp-RA
FBtr0333032	dlp-RC
FBtr0075681	tRNA:iMet-CAT-1-5-RA
FBtr0075684	CG5048-RA
FBtr0075685	gdrd-RA
FBtr0075687	CG13476-RB
FBtr0075689	CG13473-RA
FBtr0075690	Mgat4a-RA
FBtr0333044	Mgat4a-RB
FBtr0075691	Tdrd3-RA
FBtr0075693	Helz-RB
FBtr0333074	Helz-RC
FBtr0333075	Helz-RD
FBtr0075695	CG17839-RB
FBtr0110825	CG17839-RC
FBtr0075697	gnu-RA
FBtr0075698	NHP2-RA
FBtr0333076	NHP2-RB
FBtr0075699	bmm-RA
FBtr0300190	bmm-RB
FBtr0075700	mop-RA
FBtr0075701	Mgat4b-RA
FBtr0302436	Tsen34-RC
FBtr0075709	CG13471-RA
FBtr0075710	CG17177-RA
FBtr0333018	CG17177-RB
FBtr0075711	CG13474-RA
FBtr0075712	CG4914-RA
FBtr0075713	tRNA:iMet-CAT-1-4-RA
FBtr0273239	CG3919-RB
FBtr0333040	CG3919-RC
FBtr0290282	CG9592-RB
FBtr0075718	Mpcp2-RA
FBtr0075719	Mpcp2-RB
FBtr0308595	Mpcp2-RC
FBtr0075720	HGTX-RA
FBtr0479865	HGTX-RC
FBtr0075722	Lk-RA
FBtr0075723	Gbs-70E-RA
FBtr0075724	Gbs-70E-RB
FBtr0333037	Gbs-70E-RC
FBtr0333038	CG4613-RB
FBtr0333039	CG4613-RC
FBtr0075728	stwl-RA
FBtr0333041	stwl-RB
FBtr0333042	stwl-RC
FBtr0075729	CG3868-RA
FBtr0113170	CG13481-RB
FBtr0333022	CG13481-RC
FBtr0075735	saturn-RA
FBtr0075737	CG7768-RA
FBtr0075736	CG7768-RB
FBtr0075740	CG7924-RA
FBtr0075741	CG7906-RA
FBtr0321257	CG7906-RB
FBtr0075743	fz-RA
FBtr0330102	fz-RC
FBtr0075744	CG13482-RA
FBtr0075746	D-RA
FBtr0333034	D-RB
FBtr0333035	D-RC
FBtr0333036	D-RD
FBtr0075747	Sox21b-RA
FBtr0330115	Sox21b-RB
FBtr0330116	Sox21b-RC
FBtr0075748	Sox21a-RA
FBtr0330178	Sox21a-RB
FBtr0075749	Fbp1-RA
FBtr0075750	Fbp1-RB
FBtr0339515	Fbp1-RD
FBtr0075751	Tsp68C-RA
FBtr0333019	Tsp68C-RC
FBtr0075753	Hml-RA
FBtr0333020	Hml-RB
FBtr0075754	CG13737-RA
FBtr0075755	CG13737-RB
FBtr0075756	DCTN1-p150-RA
FBtr0075757	CG32137-RA
FBtr0075758	CG32137-RB
FBtr0075759	ssp2-RA
FBtr0346645	ssp2-RC
FBtr0075761	Hsc70-1-RC
FBtr0075762	Hsc70-1-RA
FBtr0075763	Hsc70-1-RD
FBtr0333024	CG17362-RB
FBtr0075765	CG9040-RA
FBtr0075767	CG17361-RA
FBtr0075768	upSET-RA
FBtr0333050	upSET-RB
FBtr0075769	CG6650-RA
FBtr0343100	CG6650-RC
FBtr0304672	CG6650-RB
FBtr0075770	CG6661-RA
FBtr0075771	Hsc70Cb-RA
FBtr0075772	Hsc70Cb-RB
FBtr0075773	Hsc70Cb-RC
FBtr0304034	Hsc70Cb-RE
FBtr0304035	Hsc70Cb-RF
FBtr0304036	Hsc70Cb-RG
FBtr0304037	Hsc70Cb-RH
FBtr0333051	Hsc70Cb-RI
FBtr0075774	CG6833-RA
FBtr0302433	CG6833-RB
FBtr0075777	Pex1-RA
FBtr0075779	CG8100-RA
FBtr0334054	CG8100-RB
FBtr0347505	CG8100-RC
FBtr0075780	CG13484-RA
FBtr0075785	Nprl3-RB
FBtr0075786	Nprl3-RA
FBtr0333025	Nprl3-RC
FBtr0075787	CG17359-RA
FBtr0333026	CG17364-RC
FBtr0333027	CG17364-RD
FBtr0333028	CG17364-RE
FBtr0333029	CG17364-RF
FBtr0075790	CG13738-RA
FBtr0075791	Meics-RA
FBtr0333030	Meics-RB
FBtr0075792	CG8833-RA
FBtr0075793	Rgl-RA
FBtr0075794	Rgl-RB
FBtr0075795	Rgl-RD
FBtr0075796	Rgl-RC
FBtr0330186	Rgl-RE
FBtr0075801	CG8745-RA
FBtr0075802	CG8750-RA
FBtr0345696	CG8750-RB
FBtr0306683	CG8757-RB
FBtr0302487	CG10738-RC
FBtr0302488	CG10738-RD
FBtr0304791	CG10738-RE
FBtr0304792	CG10738-RF
FBtr0075810	Tgi-RB
FBtr0075811	Tgi-RA
FBtr0075813	Liprin-beta-RB
FBtr0075814	Liprin-beta-RA
FBtr0330342	Liprin-beta-RC
FBtr0075817	CG10710-RA
FBtr0075819	Abp1-RA
FBtr0075820	CG10089-RD
FBtr0075821	CG10089-RB
FBtr0075822	CG10089-RA
FBtr0075823	CG10089-RC
FBtr0331535	CG10089-RE
FBtr0345364	CG10089-RF
FBtr0075824	CG10116-RA
FBtr0075825	JMJD7-RA
FBtr0302393	CG33262-RB
FBtr0075828	tRNA:Pro-AGG-1-5-RA
FBtr0075829	tRNA:Pro-AGG-1-6-RA
FBtr0075830	tRNA:Pro-AGG-1-7-RA
FBtr0075831	tRNA:Leu-CAA-2-2-RA
FBtr0075832	caps-RA
FBtr0075833	caps-RB
FBtr0305480	caps-RD
FBtr0346864	caps-RE
FBtr0075834	tRNA:Asp-GTC-1-10-RA
FBtr0075836	SP-RA
FBtr0075837	CG14113-RA
FBtr0479925	CG17687-RC
FBtr0075840	SNCF-RA
FBtr0331787	CG14111-RB
FBtr0075842	ImpL1-RA
FBtr0075843	ImpL1-RB
FBtr0301405	ImpL1-RC
FBtr0075844	CG14110-RA
FBtr0075847	tRNA:Val-AAC-2-3-RA
FBtr0075850	CG14109-RA
FBtr0331532	CG14109-RB
FBtr0075851	cmb-RA
FBtr0075852	cmb-RB
FBtr0331533	cmb-RC
FBtr0331534	cmb-RD
FBtr0075853	CG10140-RA
FBtr0075854	CG10154-RA
FBtr0303093	CG10154-RB
FBtr0075855	CG10713-RA
FBtr0075856	tRNA:Val-AAC-2-4-RA
FBtr0075857	CG14105-RA
FBtr0075858	CG14106-RA
FBtr0075859	CG33263-RA
FBtr0113424	CG32121-RB
FBtr0075861	CG10222-RA
FBtr0345341	CG10222-RB
FBtr0075862	sens-RA
FBtr0075863	Poc1-RA
FBtr0321318	Poc1-RB
FBtr0075864	CG10171-RA
FBtr0075865	CG10171-RB
FBtr0075866	CG14107-RA
FBtr0075867	CG32119-RA
FBtr0075868	CG14120-RA
FBtr0075870	CG14118-RA
FBtr0075871	CG10749-RA
FBtr0075872	CG11262-RA
FBtr0075873	CG11263-RA
FBtr0300699	CG11263-RB
FBtr0479869	CR14117-RF
FBtr0075875	CG11267-RA
FBtr0075876	ste14-RA
FBtr0332075	ste14-RB
FBtr0075883	Srrm1-RA
FBtr0075884	RpS4-RA
FBtr0075885	RpS4-RB
FBtr0346390	RpS4-RC
FBtr0075886	Syx13-RA
FBtr0332076	Syx13-RB
FBtr0075887	CG11279-RA
FBtr0332077	CG11279-RB
FBtr0345366	CG11279-RC
FBtr0075890	trn-RA
FBtr0330075	trn-RB
FBtr0075891	CG11251-RA
FBtr0075892	CG17300-RA
FBtr0075893	CG14115-RA
FBtr0075895	Adk2-RA
FBtr0075896	Adk2-RB
FBtr0346531	Adk2-RC
FBtr0075897	mRpL20-RA
FBtr0075898	MICAL-like-RA
FBtr0075899	Cul6-RA
FBtr0075900	CG10748-RA
FBtr0075901	Or69a-RA
FBtr0075902	Or69a-RB
FBtr0075903	CG10752-RA
FBtr0075904	CG32115-RA
FBtr0075905	CG32117-RA
FBtr0343628	CG12520-RC
FBtr0113169	CG12520-RB
FBtr0075908	ara-RA
FBtr0300551	ara-RB
FBtr0075909	caup-RA
FBtr0344477	lncRNA:CR32111-RC
FBtr0344478	lncRNA:CR32111-RD
FBtr0075911	mirr-RA
FBtr0075912	mirr-RB
FBtr0330077	mirr-RC
FBtr0075913	Ptp69D-RA
FBtr0075914	Ptp69D-RB
FBtr0075917	CG32112-RC
FBtr0075915	CG32112-RB
FBtr0301047	CG32112-RD
FBtr0331553	CG32112-RE
FBtr0075918	CG32109-RA
FBtr0075919	CG10984-RC
FBtr0075920	CG10984-RA
FBtr0075921	CG10984-RB
FBtr0331554	CG10984-RD
FBtr0273390	Vps13D-RB
FBtr0075923	CG17666-RA
FBtr0075924	CG17666-RB
FBtr0075931	CG32110-RA
FBtr0332045	Wbp2-RD
FBtr0332046	Wbp2-RE
FBtr0332047	Wbp2-RF
FBtr0332048	Wbp2-RG
FBtr0273240	Wbp2-RB
FBtr0273241	Wbp2-RC
FBtr0075935	Ent3-RA
FBtr0332049	Ent3-RB
FBtr0345343	Ent3-RC
FBtr0075936	CG10943-RA
FBtr0345344	CG32107-RD
FBtr0345345	CG32107-RE
FBtr0075938	CG10948-RB
FBtr0075939	CG10948-RC
FBtr0273237	CG10948-RD
FBtr0075941	nebu-RC
FBtr0075942	nebu-RB
FBtr0075943	nebu-RA
FBtr0075944	Sf3a2-RA
FBtr0075946	CG10969-RA
FBtr0307887	CG32106-RD
FBtr0307888	CG32106-RE
FBtr0075948	Hip1-RA
FBtr0075949	Hip1-RB
FBtr0075951	Klc-RA
FBtr0331555	Klc-RB
FBtr0331556	Klc-RC
FBtr0075953	Lmx1a-RB
FBtr0333837	Lmx1a-RC
FBtr0075954	CG10418-RA
FBtr0075955	Obp69a-RA
FBtr0075956	CG10616-RA
FBtr0308896	CG10616-RB
FBtr0346569	CG10616-RC
FBtr0075957	CG10681-RA
FBtr0332634	CG10681-RB
FBtr0075961	Pmm2-RA
FBtr0075965	CG4069-RA
FBtr0075966	Tsf2-RA
FBtr0075967	nst-RA
FBtr0075968	eIF2beta-RA
FBtr0075969	Gcn5-RA
FBtr0075970	sti-RA
FBtr0332643	sti-RB
FBtr0075971	CG10654-RA
FBtr0332644	CG10654-RB
FBtr0075972	CG10646-RA
FBtr0075975	CG10657-RA
FBtr0075976	CG10660-RA
FBtr0332645	CG10660-RB
FBtr0332646	CG10660-RC
FBtr0332647	CG10660-RD
FBtr0113167	CG10663-RB
FBtr0346570	CG10663-RD
FBtr0075978	CG32102-RA
FBtr0075980	toe-RA
FBtr0332087	toe-RB
FBtr0075981	ArfGAP1-RA
FBtr0332088	ArfGAP1-RB
FBtr0075982	SCaMC-RB
FBtr0075983	SCaMC-RC
FBtr0332089	SCaMC-RD
FBtr0332090	SCaMC-RE
FBtr0075985	Smyd4-2-RA
FBtr0075986	CG32104-RB
FBtr0075987	Ncc69-RA
FBtr0333838	Ncc69-RC
FBtr0333839	Ncc69-RD
FBtr0333840	Ncc69-RE
FBtr0333841	Ncc69-RF
FBtr0333842	Ncc69-RG
FBtr0075989	CrzR-RA
FBtr0330069	CrzR-RB
FBtr0075990	CG17154-RA
FBtr0075991	vers-RA
FBtr0075992	ssp-RA
FBtr0075993	CG11560-RA
FBtr0347572	CG11560-RB
FBtr0075995	DEF8-RA
FBtr0075997	RhoGAP68F-RA
FBtr0334091	RhoGAP68F-RC
FBtr0334092	RhoGAP68F-RD
FBtr0334093	RhoGAP68F-RE
FBtr0075998	Nrx-IV-RA
FBtr0075999	Nrx-IV-RB
FBtr0076000	CG32099-RA
FBtr0076001	CAH2-RA
FBtr0333381	CAH2-RB
FBtr0290130	CG6910-RB
FBtr0333382	CG6910-RC
FBtr0076003	Est-6-RA
FBtr0333383	Est-6-RB
FBtr0076004	Est-P-RA
FBtr0076005	CG11529-RA
FBtr0076006	CG32100-RA
FBtr0076007	INPP5E-RA
FBtr0333356	INPP5E-RB
FBtr0301071	CG4328-RB
FBtr0076009	Sms-RA
FBtr0076010	Sms-RB
FBtr0346392	Sms-RC
FBtr0346393	Sms-RD
FBtr0076011	Pbgs-RA
FBtr0333357	Pbgs-RB
FBtr0076016	Tsen54-RA
FBtr0076017	Ak1-RA
FBtr0076018	Ak1-RB
FBtr0076019	thoc6-RA
FBtr0333384	thoc6-RB
FBtr0346911	thoc6-RC
FBtr0076020	Rh7-RA
FBtr0273438	CG9760-RC
FBtr0330196	CG9760-RD
FBtr0076022	eIF3l-RA
FBtr0076023	ND-SGDH-RA
FBtr0334094	ND-SGDH-RB
FBtr0076024	CG5645-RA
FBtr0076026	Ir68b-RA
FBtr0076027	yps-RA
FBtr0305992	yps-RB
FBtr0076028	CG14131-RA
FBtr0332128	CG14131-RB
FBtr0076029	CG10907-RA
FBtr0076030	Klp68D-RA
FBtr0332129	Klp68D-RB
FBtr0076032	RpL10Ab-RA
FBtr0345073	RpL10Ab-RF
FBtr0076035	CG7264-RA
FBtr0332130	CG7264-RB
FBtr0300721	Sprn-RB
FBtr0300722	Sprn-RC
FBtr0300724	Sprn-RE
FBtr0332127	Sprn-RF
FBtr0076037	CCDC151-RA
FBtr0076038	CG11588-RA
FBtr0332069	CG11588-RB
FBtr0332070	byn-RB
FBtr0332071	byn-RC
FBtr0076040	Rpt4R-RA
FBtr0346545	Rpt4R-RB
FBtr0076041	CG7252-RA
FBtr0076042	CG17826-RA
FBtr0076043	CG7248-RA
FBtr0076044	CG14125-RA
FBtr0310535	CG14125-RB
FBtr0290131	CG6938-RB
FBtr0330171	CG6938-RC
FBtr0076048	CG6931-RA
FBtr0076049	CG6928-RB
FBtr0076050	CG6928-RA
FBtr0332709	CG6928-RC
FBtr0332710	CG6928-RD
FBtr0076051	CG6793-RA
FBtr0076053	rols-RB
FBtr0076054	rols-RD
FBtr0076055	rols-RE
FBtr0076056	rols-RA
FBtr0076057	rols-RC
FBtr0310009	rols-RF
FBtr0310010	rols-RG
FBtr0334109	rols-RH
FBtr0334110	rols-RI
FBtr0076060	Pop2-RC
FBtr0076058	Pop2-RA
FBtr0076059	Pop2-RB
FBtr0300272	Pop2-RD
FBtr0344758	Pop2-RE
FBtr0479823	Pop2-RG
FBtr0076061	Grip163-RA
FBtr0076062	viaf-RA
FBtr0076063	Muc68E-RA
FBtr0076064	prc-RB
FBtr0473578	CG11570-RC
FBtr0076066	obst-G-RA
FBtr0076067	CG5883-RA
FBtr0076069	SdhAL-RA
FBtr0473619	CG5897-RC
FBtr0076071	CG5906-RA
FBtr0076074	CG12521-RA
FBtr0076075	CycA-RA
FBtr0304650	CycA-RC
FBtr0076077	CG32095-RA
FBtr0076078	CG5946-RB
FBtr0076079	CG5946-RA
FBtr0110868	CG5946-RC
FBtr0110869	CG5946-RD
FBtr0301135	CG5946-RE
FBtr0343994	CG5946-RG
FBtr0302136	CG5946-RF
FBtr0076080	CG11597-RA
FBtr0110780	CG11597-RB
FBtr0302137	CG11597-RC
FBtr0076083	tRNA:Gln-TTG-1-1-RA
FBtr0076084	CG10361-RA
FBtr0076085	CG5964-RA
FBtr0076087	Pi3K68D-RC
FBtr0076088	Pi3K68D-RA
FBtr0076086	Pi3K68D-RB
FBtr0301816	Pi3K68D-RD
FBtr0332055	Pi3K68D-RE
FBtr0076089	Tim13-RA
FBtr0076090	Vha16-3-RA
FBtr0302359	Vha16-3-RB
FBtr0076091	Vha16-2-RA
FBtr0076094	CG33500-RA
FBtr0076095	Sgs7-RA
FBtr0076096	Sgs3-RA
FBtr0113163	CG7512-RB
FBtr0076098	CG7394-RA
FBtr0290024	CG7394-RB
FBtr0333215	CG7394-RD
FBtr0305648	CG7394-RC
FBtr0076100	CG7377-RA
FBtr0307115	CG7368-RC
FBtr0110884	CG7368-RB
FBtr0076102	PCID2-RA
FBtr0076103	Apt1-RA
FBtr0076104	Apt1-RB
FBtr0076105	Apt1-RC
FBtr0331544	Apt1-RD
FBtr0331545	Apt1-RE
FBtr0076106	CG32091-RB
FBtr0076107	Polr3H-RA
FBtr0331530	Polr3H-RB
FBtr0076108	TfIIEalpha-RA
FBtr0300100	Sugb-RE
FBtr0273362	Sugb-RC
FBtr0344966	Sugb-RF
FBtr0290309	CG14135-RB
FBtr0332762	CG14135-RC
FBtr0076114	Bmcp-RA
FBtr0076115	Bmcp-RB
FBtr0076117	CG32087-RA
FBtr0076118	Gr68a-RA
FBtr0113164	loaf-RC
FBtr0332132	loaf-RF
FBtr0479821	loaf-RG
FBtr0113334	CG14132-RB
FBtr0076123	crim-RA
FBtr0076124	CG11658-RA
FBtr0076125	CG11658-RB
FBtr0076126	CG11658-RC
FBtr0076127	CG11658-RD
FBtr0076128	CG11658-RE
FBtr0301326	Dnai2-RB
FBtr0332765	Dnai2-RC
